time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,xdes_x,xdes_y,xdes_z,roll,pitch,yaw
0.237,0.005519488308145852,-0.007176595744996732,0.7256307136400236,0.05250060279696179,-0.06170719515562108,1.509536181913,0.008012933,0.004535947,0.7559722,0.00026762345872199944,0.024074441397506696,0.003764985084161232
0.247,0.006051771685347985,-0.007794755078597914,0.7404890981723556,0.05383582566958946,-0.06189750440031142,1.4668348160478921,0.010274038,0.004273789,0.7711544,0.00029221491118036624,0.02443515112780048,0.0029011505426885797
0.257,0.006597898544585811,-0.008414619807577234,0.7549360027827368,0.055263561076963424,-0.062057211529114906,1.4270432443940337,0.011241351,0.0069082836,0.7853176,0.0003022757527535447,0.024877301424141685,0.0026344839252003815
0.285,0.0072158141382494085,-0.009098283115524847,0.7703885324121362,0.021813754844329885,-0.05853355702177153,1.3879076717826198,0.011861126,0.006769741,0.80419815,0.0003062777432782937,0.026225425932294044,0.0028008737173230713
0.289,0.008329093686652352,-0.01028392998436307,0.7960939804248562,0.060111337944321885,-0.0625620291540392,1.32332892135978,0.014716297,0.005783801,0.83159214,0.00030815657051341816,0.026401594405622397,0.002768795071802277
0.29,0.008571270371278137,-0.010534358259293303,0.8013552548147861,0.06080487452623307,-0.06263404158613274,1.3105284183980275,0.014691084,0.008548704,0.83817255,0.0003087355343405207,0.02644426651948173,0.0027565418061934466
0.299,0.008939804173092706,-0.010910538223826096,0.8091526834719485,0.061868535277792305,-0.06274126202493949,1.291889608942166,0.0146528315,0.009590579,0.8484581,0.00031558640626805357,0.026805020987561434,0.0025836572892976584
0.307,0.009568630432904644,-0.011538914662610656,0.8219117707583399,0.06372720872029326,-0.06291501227852399,1.263241540320108,0.016212407,0.010253083,0.8629976,0.00032317835571049613,0.027099909535161615,0.002373254441409678
0.317,0.010216553029042424,-0.012168961676899329,0.8343980327666269,0.06567614200027833,-0.06307583246524259,1.2369883539484436,0.0174103,0.012641766,0.8767878,0.00033288847836665525,0.02744845148536923,0.0021012680264425043
0.327,0.010884407821547162,-0.01280053431262125,0.8466329476965226,0.06770432491220041,-0.06322174111277343,1.2127201990666956,0.018284969,0.01488655,0.8900844,0.0003413536536287509,0.02778587660937548,0.0018726449010020296
0.339,0.011642967631667608,-0.01349686121744844,0.8598228614314056,0.0700193907972306,-0.06336770134948196,1.188022058239869,0.019234497,0.013378181,0.9055828,0.00034943314319235697,0.02818197899404362,0.0016688920685394848
0.347,0.012355060075055666,-0.01413121799511237,0.8715867310528097,0.07219200956989574,-0.06348993088113293,1.1670636167964423,0.020136707,0.01447325,0.917817,0.0003540615779904499,0.0284376463087872,0.0015570298456308862
0.358,0.01301479322168634,-0.014703145965972143,0.8820008762666255,0.07420028211108971,-0.06359270782991011,1.1493320692257816,0.020564046,0.014383061,0.9311333,0.00035965544308425024,0.028770199725419943,0.0014262631077373022
0.368,0.013846039380643963,-0.015403378741577291,0.8945200384200638,0.04393233806888671,-0.06220785288318783,1.130787049735576,0.022394309,0.015274528,0.94478804,0.00036408708111501653,0.029046527597091032,0.0013260433069510746
0.378,0.014626055574285021,-0.016041037376025274,0.9057128412983402,0.07905989644975747,-0.06381044103584424,1.1115217615283972,0.02381723,0.015786733,0.9564841,0.0003680372424383904,0.02929230194839061,0.0012385235965153285
0.388,0.015348307869053954,-0.01661576055918145,0.9156415551287846,0.08120748517455506,-0.06389558576366391,1.0966200841770914,0.025798075,0.017251872,0.9665203,0.00037172646513816687,0.029507087483009897,0.0011561002970932321
0.399,0.01617368487694236,-0.017255211018239455,0.9265201804313201,0.08363130858680523,-0.06398458604295418,1.0807944044530444,0.026687067,0.016805205,0.97817343,0.00037582879629383115,0.029710034614439884,0.0010597077141500932
0.407,0.017023485636869576,-0.017895515538875452,0.9372440097150869,0.08608768524429558,-0.06406683863864093,1.0655684650281256,0.029819934,0.017805036,0.99132645,0.00037915030050506004,0.029837693300096113,0.0009755897270697922
0.417,0.017898015579382514,-0.01853659759470382,0.9478187284981661,0.08857527389359228,-0.06414066196643031,1.0509629690686193,0.030385735,0.019007506,1.0021106,0.00038377197002326113,0.029975092322167995,0.0008517646928059008
0.428,0.018797598867028757,-0.01917836347905033,0.9582512834580745,0.09109428038248908,-0.06420433872861811,1.0370444124653433,0.030049171,0.019202651,1.0137101,0.00038930633615130716,0.030103670094054458,0.0006969028271175404
0.438,0.019722514397020087,-0.019820702606552925,0.968547639360899,0.09363811066340699,-0.06425621518029404,1.0236422177823372,0.034391083,0.018880028,1.0256114,0.0003947713955678722,0.030198493488338585,0.000538498417951061
0.447,0.02076944767137552,-0.020527785841744986,0.9797219176797962,0.06585595463856501,-0.06391905581538493,1.0119027066527204,0.03530223,0.021564953,1.0355052,0.00039998265308316405,0.0302593727355287,0.0003836205563474415
0.459,0.0217482559530214,-0.021170898655903922,0.9897471783677667,0.09904547030557866,-0.06432007685659384,0.9969529270485117,0.037856076,0.021005541,1.0485308,0.000407133128391024,0.030306020882151508,0.00016644970124257696
0.467,0.022651343063520315,-0.02174982254337525,0.9986648211385281,0.10138217469845161,-0.06432675007873745,0.9859970746897316,0.03931853,0.019591844,1.0566546,0.00041220059980418,0.03031746418785808,9.155713496689089e-06
0.478,0.023783746921939113,-0.02245737185101571,1.0094324245323605,0.10425075361875062,-0.06431598088948522,0.9730020313231518,0.041165117,0.01718615,1.0696858,0.000419450204074856,0.030310071227372948,-0.0002198809918825262
0.489,0.02473376261355715,-0.023036101330124625,1.0181372092986283,0.1066027339015945,-0.06429095871311645,0.9625706039470812,0.041573584,0.016311351,1.0793451,0.0004263666661312726,0.030276476428342747,-0.0004419960389636657
0.497,0.025814189696926355,-0.023678780966206125,1.027700477567106,0.10922119463815641,-0.06424669796428614,0.9512492853799491,0.042482655,0.016214145,1.0901083,0.00043064296293771065,0.030234401889786877,-0.000581214350758863
0.508,0.026920815479655875,-0.02432093458244151,1.037151877223295,0.11184235192641638,-0.06418782031425774,0.9401878512274155,0.045408875,0.016704373,1.1010283,0.0004348782469474344,0.03014899579635255,-0.0007216768422804165
0.517,0.028053654165590466,-0.024962438611823894,1.0464940084829961,0.11446271001007609,-0.06411857178299349,0.929349346699358,0.04512029,0.018440103,1.1114513,0.0004369159583372806,0.030052213550419538,-0.0007920574069064656
0.528,0.02921267847570409,-0.025603212311641418,1.0557289444786289,0.11707988065079053,-0.06404291778356819,0.9187432431901176,0.048640326,0.018060435,1.1206517,0.0004383468509345789,0.029901095743787298,-0.0008460144221196231
0.537,0.030397849919460686,-0.02624320461635739,1.0648592785912645,0.11969156492211924,-0.06396285419086988,0.9083817862048081,0.051368557,0.017808767,1.1323386,0.0004394955337634343,0.02975039625731135,-0.0008920164646051276
0.547,0.03173162659711163,-0.02694623912175416,1.074783813564612,0.09593928968205609,-0.06477073322129295,0.9003148882429937,0.05134604,0.018996896,1.1418768,0.0004413929266959826,0.029557462374026677,-0.0009669329250261427
0.557,0.03297136999563168,-0.02758442197421329,1.0836997370705181,0.09900893232899821,-0.06476057873903135,0.8902800027409494,0.052550398,0.020249495,1.1524189,0.000444113024916426,0.029344956584913984,-0.001073086136473833
0.568,0.03423686433630645,-0.028221616360560326,1.0925150779299522,0.10207129141033683,-0.06476855642590548,0.8803087233553362,0.053546764,0.021302532,1.1617872,0.0004481733146777245,0.029089312780652854,-0.0012306387001999042
0.577,0.035397679454482536,-0.02879414567748999,1.100363638308991,0.1299978625113693,-0.0635666609967094,0.8680895200680546,0.056128923,0.02127947,1.1698916,0.00045238585180573665,0.02886027969621363,-0.0013939496226988979
0.588,0.036844363100299364,-0.02949251706580118,1.1098472794104015,0.10817562481355956,-0.06482997986036988,0.8605500274059896,0.057823963,0.02259361,1.1822649,0.00045855900892366463,0.028551575048718192,-0.0016343664480888975
0.599,0.03818592028789464,-0.030125880073120604,1.1183649408504563,0.1112163001316551,-0.06486869125129044,0.8507047013803744,0.059804484,0.023303188,1.1908698,0.00046555075111687216,0.028210920159395414,-0.0019100088015493455
0.608,0.039414596400164946,-0.030694485436158124,1.1259468250176008,0.1375083947931145,-0.06310634908199307,0.8385140429022138,0.062026165,0.023585144,1.2006562,0.00047164146653155825,0.027910620675918096,-0.00215398145356005
0.62,0.04094337669647487,-0.031387360221091176,1.1351060018410972,0.11725298863096278,-0.06491244642761843,0.8311771155709591,0.06396182,0.025284212,1.2097937,0.00048001754167614763,0.027483466764008924,-0.002496425681162151
0.628,0.04221607718231452,-0.03195233378124929,1.1425120816606542,0.14237531474289444,-0.06268289287009098,0.8189911536118046,0.06637079,0.026070375,1.2170365,0.00048562158984566395,0.027183675712953104,-0.0027307310623054804
0.637,0.04365297260511893,-0.03257780803302638,1.1506483457276493,0.14475964600024446,-0.062432665298517126,0.8092353385271294,0.06514761,0.028104711,1.2264067,0.0004919410516688316,0.026833458956708522,-0.0030000963895968624
0.648,0.04511352161048275,-0.03320063434846603,1.158687086716488,0.1471095659821517,-0.06215578637909274,0.7994967938241193,0.066533044,0.030544925,1.235537,0.000499817534548086,0.026388447210106136,-0.0033428703245554914
0.658,0.046747035275173446,-0.03388235766599256,1.1674176530009284,0.12902919861756323,-0.06473045281655634,0.7922580856820659,0.06971413,0.031890232,1.2449552,0.0005073973379134955,0.025963509892589443,-0.0036784703086194526
0.667,0.048104189324371105,-0.03443723034646615,1.1744739118418743,0.15170266045983358,-0.06151572592069854,0.7801696852399232,0.07255043,0.033218212,1.2519201,0.0005148119546021235,0.025560707219195677,-0.00401084659332529
0.679,0.049787719458697775,-0.035111498306099526,1.182992117384787,0.1347417814310704,-0.06454617370774945,0.7729230933140818,0.07489817,0.03445451,1.2623985,0.0005256815582113106,0.02499630939954045,-0.004505527775311435
0.688,0.05118507071466401,-0.03565966476957032,1.1898746404404998,0.15613510904486086,-0.060741990051946415,0.7608378564471677,0.076923996,0.032469425,1.2702171,0.0005344567096194908,0.024557142848295577,-0.004912469224172433
