time,q1,q2,q3,q4,q5,q6,q7,ee_pos_x,ee_pos_y,ee_pos_z,ee_vel_0,ee_vel_1,ee_vel_2,ee_rpy_roll,ee_rpy_pitch,ee_rpy_yaw,ee_target_pos_x,ee_target_pos_y,ee_target_pos_z,ee_target_quat_x,ee_target_quat_y,ee_target_quat_z,ee_target_quat_w,stage_cost,terminal_cost,joint_limit_cost
11.659,1.0965386503672354,2.7700516578243404,0.4448562625649055,5.067837297844288,-0.08654755007317316,3.825431869475696,-0.09135585862851947,0.1066608922377373,0.3776107175054909,1.6355622442287694,0.0003968580592983867,0.0035291541172516867,0.00027686541751258315,-1.573410456128013,-0.0011846113388567225,1.5710924719651695,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,36.579185485839844,0.5225991010665894,0.0
11.669,1.0958315891342894,2.769228049259893,0.4458279526435156,5.067245453835604,-0.0863945509412023,3.8254329254864876,-0.09221238491175399,0.10665068269426872,0.3778211849036794,1.6356488147861044,0.0017513031630427445,0.002856259498372702,-7.681345318803203e-05,-1.5735239197714228,-0.0011931408977563507,1.571126636537684,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,36.09333419799805,0.512994110584259,0.0
11.679,1.0951399853289585,2.7683989511459997,0.44679897363418775,5.066578365938981,-0.08628002474174945,3.825449694675342,-0.0930170998057882,0.10663176948711953,0.37807409817088816,1.635731852943067,0.0025050469055023757,0.002739409279551441,0.00026098717142015613,-1.5736370720695387,-0.0011577051608400168,1.571088333601627,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,36.16747283935547,0.5459840297698975,0.0
11.689,1.094430800745454,2.767539059318092,0.44776917764146695,5.0658395174458315,-0.08615441842308691,3.8254850340311997,-0.0937905585843204,0.1066237548125023,0.3783000049676441,1.6357893463348596,0.0022665471595542247,0.002995587450941675,0.0008119500281410665,-1.573691924942429,-0.0011342051622857952,1.5709901283861614,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,35.85409164428711,0.5973583459854126,0.0
11.699,1.0937136250595474,2.766631991298259,0.4487226607526713,5.065050835490408,-0.08598886633182268,3.8255231716734057,-0.0945642656587129,0.10663174949453214,0.37856646113812076,1.6358531760205377,0.001213037876032692,0.0031880713666586915,0.0010291008067033363,-1.5737045024589387,-0.0011622985875821001,1.5708480167110956,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,34.90232467651367,0.5810897946357727,0.0
11.709,1.093021490769707,2.765695274879186,0.4496524066453276,5.064237257894056,-0.08582817531239151,3.825542285862448,-0.09531193227164003,0.10665224826326064,0.37884525098255367,1.635925195820687,0.0011985086876754726,0.0027749072261443125,0.0005502253079364913,-1.5736830499530734,-0.0012222803430388396,1.5707134007087968,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,33.61782455444336,0.5014855265617371,0.0
11.718,1.0924251869469392,2.7648569016210383,0.4504905034547937,5.063505982059799,-0.0856931989739893,3.825531829618739,-0.09597206455640972,0.10666715278995847,0.3791296419160842,1.6360018067472692,0.0014319727666997786,0.002331092032205443,0.00022594559106434354,-1.5736389190032487,-0.0012527205677876907,1.570601768385797,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,33.01771545410156,0.46826064586639404,0.0
11.728,1.0917790096674294,2.763925898438605,0.4514361975216268,5.062699125860131,-0.08553007613992669,3.8255032954579855,-0.09674870550719206,0.10667259424288757,0.3794157013195478,1.6360854857450562,0.0016166263190557232,0.001991076763226368,0.0001462754143170086,-1.5736044985120414,-0.0012527165051015032,1.5705200145826876,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,32.439369201660156,0.46409735083580017,0.0
11.739,1.0911421215054373,2.762979978624947,0.4523945806567715,5.0618904630332215,-0.08537660352853393,3.8254742468505283,-0.0975589218406423,0.1066722037326548,0.3797064038113721,1.636174892984588,0.0016189834436266684,0.0017858391213176762,0.00018818189674971934,-1.5736011124873823,-0.0012327170180386204,1.5704507792270674,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,31.772523880004883,0.44356921315193176,0.0
11.748,1.0905158300395312,2.7620070122649922,0.453360475328493,5.0610751272840675,-0.08525549920301323,3.8254553272953027,-0.09837005839963808,0.10666774357067198,0.38000320919150954,1.6362710757867485,0.0016996889075937412,0.0015892305846523997,0.00018839686469056876,-1.5736117282364164,-0.001177704871024865,1.5703884708041391,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,31.120628356933594,0.4408414363861084,0.0
