eef_pos_x,eef_pos_y,eef_pos_z,eef_vel_0,eef_vel_1,eef_vel_2,eef_rpy_roll,eef_rpy_pitch,eef_rpy_yaw,target_pos_x,target_pos_y,target_pos_z,target_rpy_roll,target_rpy_pitch,target_rpy_yaw,drone_pos_x,drone_pos_y,drone_pos_z
-0.008584387059917167,0.6408647223867138,2.0607836954156924,-0.011693637535110102,-0.00014159091664344938,0.0006873795558786945,-1.57202276659675,-0.0019020597610479584,1.1238616576004614,0.10289999842643738,0.40549999475479126,1.6497999429702759,-1.5707963267948966,0.0,1.5707963267948966,-8.752913079777039e-06,0.007982468558888936,2.1542289952114704
-0.008586246702299178,0.6407107559241142,2.061215209670517,-0.018945564767369253,-0.0002065851059744315,0.0005590269502117239,-1.57204545044379,-0.001896681705582992,1.12381358115476,0.10289999842643738,0.40549999475479126,1.6497999429702759,-1.5707963267948966,0.0,1.5707963267948966,-8.142199236814395e-06,0.007841607306154437,2.1547439972228726
-0.008597402269590704,0.6404176987897799,2.062079233102815,-0.03424093382495371,-0.0004698205802011838,7.255520327170383e-05,-1.572073978209128,-0.0018699544449702898,1.123548682887935,0.10289999842643738,0.40549999475479126,1.6497999429702759,-1.5707963267948966,0.0,1.5707963267948966,-5.411341596062738e-06,0.007540892323866733,2.1557316994615507
-0.00861756143112415,0.6401684490569514,2.0628112162349366,-0.03870939981285919,-0.0006897466719968204,-0.00013832677737540748,-1.5721016610969292,-0.0018325589510719276,1.1231267168806713,0.10289999842643738,0.40549999475479126,1.6497999429702759,-1.5707963267948966,0.0,1.5707963267948966,-1.99981201846491e-06,0.007328732754217135,2.1563461779066504
-0.008647279330425504,0.6398987907696094,2.063505117902088,-0.03490608592799904,-0.0006357310048787838,0.00013768520972372203,-1.5721433226442139,-0.001772423671297929,1.122480875032811,0.10289999842643738,0.40549999475479126,1.6497999429702759,-1.5707963267948966,0.0,1.5707963267948966,3.248727151074549e-06,0.007067881514056258,2.157016919350228
-0.008689286601899621,0.6395823954069733,2.0641685955239057,-0.027276348825929185,-0.0004558469253010273,0.00018816168881685133,-1.5721709337226204,-0.001675736733977029,1.1215485402887695,0.10289999842643738,0.40549999475479126,1.6497999429702759,-1.5707963267948966,0.0,1.5707963267948966,1.0511782980541797e-05,0.006759039661954483,2.157692064506856
-0.008720063964606816,0.6393775928268995,2.064523093597133,-0.022959799824022856,-0.00035712196961952655,0.0004121645372946707,-1.5721852126320115,-0.0016173573776958605,1.1208801676314102,0.10289999842643738,0.40549999475479126,1.6497999429702759,-1.5707963267948966,0.0,1.5707963267948966,1.588549672485278e-05,0.006555538460718136,2.1580649697842835
-0.008757689309249975,0.6391287126956643,2.0648861003130787,-0.018491456450764353,-0.0002458282489135934,0.0006747646150143682,-1.5722140215345557,-0.0015483166323697617,1.1200377714617296,0.10289999842643738,0.40549999475479126,1.6497999429702759,-1.5707963267948966,0.0,1.5707963267948966,2.2552609641081084e-05,0.00630461156479414,2.1584458011022187
-0.008794434098853153,0.6388937327139569,2.065156570324019,-0.013493704464061933,-0.00012680582903282719,0.00081732039896979,-1.5722259164877659,-0.0014678677325719036,1.1191805861049668,0.10289999842643738,0.40549999475479126,1.6497999429702759,-1.5707963267948966,0.0,1.5707963267948966,2.9058987156609546e-05,0.006057024907279211,2.158734076286024
-0.008838915469889816,0.6386607271839342,2.065339521028221,-0.008674513535132202,-0.0001144367118054237,0.0004387739339507299,-1.5722040345157204,-0.0013858129034391986,1.118197869176305,0.10289999842643738,0.40549999475479126,1.6497999429702759,-1.5707963267948966,0.0,1.5707963267948966,3.689085435536998e-05,0.005787647943146477,2.1589325374008173
